id,買い目,購入金額,券種,odds
20130303_小倉_結果_7,2_5_13,100,,
20130303_小倉_結果_7,2_11_13,100,,
20130303_小倉_結果_7,2_3_13,100,,
20130303_小倉_結果_7,5_6_13,100,,
20130303_小倉_結果_7,6_11_13,100,,
20130303_小倉_結果_7,3_6_13,100,,
20130303_小倉_結果_7,5_9_13,100,,
20130303_小倉_結果_7,9_11_13,100,,
20130303_小倉_結果_7,3_9_13,100,,
20130303_小倉_結果_7,2_5_11,100,,
20130303_小倉_結果_7,2_3_11,100,,
20130303_小倉_結果_7,5_6_11,100,,
20130303_小倉_結果_7,3_6_11,100,,
20130303_小倉_結果_7,5_9_11,100,,
20130303_小倉_結果_7,3_9_11,100,,
20130303_小倉_結果_7,2_5_15,100,,
20130303_小倉_結果_7,2_11_15,100,,
20130303_小倉_結果_7,2_3_15,100,,
20130303_小倉_結果_7,5_6_15,100,,
20130303_小倉_結果_7,6_11_15,100,,
20130303_小倉_結果_7,3_6_15,100,,
20130303_小倉_結果_7,5_9_15,100,,
20130303_小倉_結果_7,9_11_15,100,,
20130303_小倉_結果_7,3_9_15,100,,
20130303_小倉_結果_8,7_9_13,100,,
20130303_小倉_結果_8,7_13_16,100,,
20130303_小倉_結果_8,9_13_16,100,,
20130303_小倉_結果_8,7_13_18,100,,
20130303_小倉_結果_8,9_13_18,100,,
20130303_小倉_結果_8,7_9_18,100,,
20130303_小倉_結果_8,13_16_18,100,,
20130303_小倉_結果_8,7_16_18,100,,
20130303_小倉_結果_8,9_16_18,100,,
20130303_小倉_結果_8,9_13_14,100,,
20130303_小倉_結果_8,7_9_14,100,,
20130303_小倉_結果_8,13_14_16,100,,
20130303_小倉_結果_8,7_14_16,100,,
20130303_小倉_結果_8,9_14_16,100,,
20130303_小倉_結果_8,13_14_18,100,,
20130303_小倉_結果_8,7_14_18,100,,
20130303_小倉_結果_8,9_14_18,100,,
20130303_小倉_結果_9,4_9_18,100,,
20130303_小倉_結果_9,9_13_18,100,,
20130303_小倉_結果_9,1_9_18,100,,
20130303_小倉_結果_9,1_4_9,100,,
20130303_小倉_結果_9,1_9_13,100,,
20130303_小倉_結果_9,9_17_18,100,,
20130303_小倉_結果_9,4_9_17,100,,
20130303_小倉_結果_9,9_13_17,100,,
20130303_小倉_結果_9,4_13_18,100,,
20130303_小倉_結果_9,1_13_18,100,,
20130303_小倉_結果_9,1_4_13,100,,
20130303_小倉_結果_9,13_17_18,100,,
20130303_小倉_結果_9,4_13_17,100,,
20130303_小倉_結果_9,1_4_18,100,,
20130303_小倉_結果_9,4_17_18,100,,
20130303_小倉_結果_10,1_5_16,100,,
20130303_小倉_結果_10,1_5_18,100,,
20130303_小倉_結果_10,1_5_15,100,,
20130303_小倉_結果_10,5_15_16,100,,
20130303_小倉_結果_10,5_15_18,100,,
20130303_小倉_結果_10,4_5_16,100,,
20130303_小倉_結果_10,4_5_18,100,,
20130303_小倉_結果_10,4_5_15,100,,
20130303_小倉_結果_10,1_16_18,100,,
20130303_小倉_結果_10,1_15_16,100,,
20130303_小倉_結果_10,15_16_18,100,,
20130303_小倉_結果_10,4_16_18,100,,
20130303_小倉_結果_10,4_15_16,100,,
20130303_小倉_結果_10,1_4_16,100,,
20130303_小倉_結果_10,1_4_18,100,,
20130303_小倉_結果_10,1_4_15,100,,
20130303_小倉_結果_10,4_15_18,100,,
20130303_小倉_結果_11,1_5_13,100,,
20130303_小倉_結果_11,1_5_15,100,,
20130303_小倉_結果_11,1_5_6,100,,
20130303_小倉_結果_11,1_6_13,100,,
20130303_小倉_結果_11,1_6_15,100,,
20130303_小倉_結果_11,1_13_16,100,,
20130303_小倉_結果_11,1_15_16,100,,
20130303_小倉_結果_11,1_6_16,100,,
20130303_小倉_結果_11,5_6_13,100,,
20130303_小倉_結果_11,5_6_15,100,,
20130303_小倉_結果_11,6_13_16,100,,
20130303_小倉_結果_11,6_15_16,100,,
20130303_小倉_結果_11,5_13_15,100,,
20130303_小倉_結果_11,6_13_15,100,,
20130303_小倉_結果_11,13_15_16,100,,
20130303_小倉_結果_12,3_6_8,100,,
20130303_小倉_結果_12,2_3_8,100,,
20130303_小倉_結果_12,2_3_6,100,,
20130303_小倉_結果_12,3_8_11,100,,
20130303_小倉_結果_12,3_6_11,100,,
20130303_小倉_結果_12,3_4_6,100,,
20130303_小倉_結果_12,4_6_8,100,,
20130303_小倉_結果_12,2_3_4,100,,
20130303_小倉_結果_12,2_4_8,100,,
20130303_小倉_結果_12,2_4_6,100,,
20130303_小倉_結果_12,3_4_11,100,3連複,6020.0
20130303_小倉_結果_12,4_8_11,100,,
20130303_小倉_結果_12,4_6_11,100,,
20130303_小倉_結果_12,2_6_8,100,,
20130303_小倉_結果_12,6_8_11,100,,
20230723_福島_結果_7,3_5_10,100,,
20230723_福島_結果_7,3_5_15,100,,
20230723_福島_結果_7,3_9_10,100,,
20230723_福島_結果_7,3_9_15,100,,
20230723_福島_結果_7,3_4_10,100,,
20230723_福島_結果_7,3_4_15,100,,
20230723_福島_結果_7,3_5_9,100,,
20230723_福島_結果_7,5_9_10,100,,
20230723_福島_結果_7,5_9_15,100,,
20230723_福島_結果_7,3_4_5,100,,
20230723_福島_結果_7,4_5_10,100,,
20230723_福島_結果_7,4_5_15,100,,
20230723_福島_結果_7,3_4_9,100,,
20230723_福島_結果_7,4_9_10,100,,
20230723_福島_結果_7,4_9_15,100,,
20230723_福島_結果_8,2_3_12,100,,
20230723_福島_結果_8,2_9_12,100,,
20230723_福島_結果_8,2_5_12,100,,
20230723_福島_結果_8,2_3_5,100,,
20230723_福島_結果_8,2_5_9,100,,
20230723_福島_結果_8,2_3_11,100,,
20230723_福島_結果_8,2_9_11,100,,
20230723_福島_結果_8,2_5_11,100,,
20230723_福島_結果_8,3_11_12,100,,
20230723_福島_結果_8,9_11_12,100,,
20230723_福島_結果_8,5_11_12,100,,
20230723_福島_結果_8,3_5_11,100,,
20230723_福島_結果_8,5_9_11,100,,
20230723_福島_結果_8,3_9_12,100,,
20230723_福島_結果_8,5_9_12,100,,
20230723_福島_結果_8,3_5_9,100,,
20230723_福島_結果_8,3_9_11,100,,
20230723_福島_結果_9,1_4_7,100,,
20230723_福島_結果_9,2_4_7,100,,
20230723_福島_結果_9,1_7_9,100,,
20230723_福島_結果_9,2_7_9,100,,
20230723_福島_結果_9,1_7_10,100,,
20230723_福島_結果_9,2_7_10,100,,
20230723_福島_結果_9,1_4_10,100,,
20230723_福島_結果_9,4_7_10,100,,
20230723_福島_結果_9,2_4_10,100,,
20230723_福島_結果_9,1_9_10,100,,
20230723_福島_結果_9,7_9_10,100,,
20230723_福島_結果_9,2_9_10,100,,
20230723_福島_結果_9,1_5_7,100,,
20230723_福島_結果_9,2_5_7,100,,
20230723_福島_結果_9,1_4_5,100,,
20230723_福島_結果_9,4_5_7,100,,
20230723_福島_結果_9,2_4_5,100,,
20230723_福島_結果_9,1_5_9,100,,
20230723_福島_結果_9,5_7_9,100,,
20230723_福島_結果_9,2_5_9,100,,
20230723_福島_結果_10,1_11_14,100,,
20230723_福島_結果_10,11_12_14,100,,
20230723_福島_結果_10,1_5_14,100,,
20230723_福島_結果_10,5_12_14,100,,
20230723_福島_結果_10,6_11_14,100,,
20230723_福島_結果_10,1_6_11,100,,
20230723_福島_結果_10,6_11_12,100,,
20230723_福島_結果_10,5_6_14,100,,
20230723_福島_結果_10,1_5_6,100,,
20230723_福島_結果_10,5_6_12,100,,
20230723_福島_結果_10,1_6_14,100,,
20230723_福島_結果_10,6_12_14,100,,
20230723_福島_結果_10,2_11_14,100,,
20230723_福島_結果_10,1_2_11,100,,
20230723_福島_結果_10,2_11_12,100,,
20230723_福島_結果_10,2_5_14,100,,
20230723_福島_結果_10,1_2_5,100,,
20230723_福島_結果_10,2_5_12,100,,
20230723_福島_結果_10,1_2_14,100,,
20230723_福島_結果_10,2_12_14,100,,
20230723_福島_結果_11,1_3_6,100,,
20230723_福島_結果_11,1_6_9,100,,
20230723_福島_結果_11,1_3_5,100,,
20230723_福島_結果_11,1_5_9,100,,
20230723_福島_結果_11,1_5_6,100,,
20230723_福島_結果_11,1_3_9,100,,
20230723_福島_結果_11,3_5_6,100,,
20230723_福島_結果_11,5_6_9,100,,
20230723_福島_結果_11,3_5_9,100,,
20230723_福島_結果_11,3_4_6,100,,
20230723_福島_結果_11,4_6_9,100,,
20230723_福島_結果_11,3_4_5,100,,
20230723_福島_結果_11,4_5_9,100,,
20230723_福島_結果_11,4_5_6,100,,
20230723_福島_結果_11,3_4_9,100,,
20230723_福島_結果_12,3_12_14,100,,
20230723_福島_結果_12,3_10_12,100,,
20230723_福島_結果_12,5_12_14,100,,
20230723_福島_結果_12,5_10_12,100,,
20230723_福島_結果_12,3_7_14,100,,
20230723_福島_結果_12,3_7_10,100,,
20230723_福島_結果_12,3_7_12,100,,
20230723_福島_結果_12,5_7_14,100,,
20230723_福島_結果_12,5_7_10,100,,
20230723_福島_結果_12,5_7_12,100,,
20230723_福島_結果_12,7_12_14,100,,
20230723_福島_結果_12,7_10_12,100,,
20230723_福島_結果_12,2_3_14,100,,
20230723_福島_結果_12,2_3_10,100,,
20230723_福島_結果_12,2_3_12,100,,
20230723_福島_結果_12,2_5_14,100,,
20230723_福島_結果_12,2_5_10,100,,
20230723_福島_結果_12,2_5_12,100,,
20230723_福島_結果_12,2_12_14,100,,
20230723_福島_結果_12,2_10_12,100,,
20230729_新潟_結果_7,2_13_17,100,,
20230729_新潟_結果_7,1_2_17,100,,
20230729_新潟_結果_7,6_13_17,100,,
20230729_新潟_結果_7,1_6_17,100,,
20230729_新潟_結果_7,2_13_15,100,,
20230729_新潟_結果_7,2_15_17,100,,
20230729_新潟_結果_7,1_2_15,100,,
20230729_新潟_結果_7,13_15_17,100,,
20230729_新潟_結果_7,1_15_17,100,,
20230729_新潟_結果_7,6_13_15,100,,
20230729_新潟_結果_7,6_15_17,100,,
20230729_新潟_結果_7,1_6_15,100,,
20230729_新潟_結果_7,1_2_13,100,,
20230729_新潟_結果_7,1_13_17,100,,
20230729_新潟_結果_7,1_6_13,100,,
20230729_新潟_結果_8,3_4_14,100,,
20230729_新潟_結果_8,1_3_4,100,,
20230729_新潟_結果_8,1_3_14,100,,
20230729_新潟_結果_8,1_4_14,100,,
20230729_新潟_結果_8,2_4_14,100,,
20230729_新潟_結果_8,1_2_4,100,,
20230729_新潟_結果_8,1_2_14,100,,
20230729_新潟_結果_9,4_6_13,100,,
20230729_新潟_結果_9,4_8_13,100,,
20230729_新潟_結果_9,4_6_8,100,,
20230729_新潟_結果_9,4_6_10,100,,
20230729_新潟_結果_9,4_8_10,100,,
20230729_新潟_結果_9,2_6_13,100,,
20230729_新潟_結果_9,2_4_13,100,,
20230729_新潟_結果_9,2_8_13,100,,
20230729_新潟_結果_9,2_6_8,100,,
20230729_新潟_結果_9,2_4_8,100,3連複,1920.0
20230729_新潟_結果_9,2_6_10,100,,
20230729_新潟_結果_9,2_4_10,100,,
20230729_新潟_結果_9,2_8_10,100,,
20230729_新潟_結果_9,6_8_13,100,,
20230729_新潟_結果_9,6_8_10,100,,
20230729_新潟_結果_10,1_4_10,100,,
20230729_新潟_結果_10,4_10_15,100,,
20230729_新潟_結果_10,1_4_6,100,,
20230729_新潟_結果_10,4_6_15,100,,
20230729_新潟_結果_10,4_6_10,100,,
20230729_新潟_結果_10,1_10_11,100,,
20230729_新潟_結果_10,10_11_15,100,,
20230729_新潟_結果_10,1_6_11,100,,
20230729_新潟_結果_10,6_11_15,100,,
20230729_新潟_結果_10,6_10_11,100,,
20230729_新潟_結果_10,1_4_11,100,,
20230729_新潟_結果_10,4_11_15,100,,
20230729_新潟_結果_10,4_10_11,100,,
20230729_新潟_結果_10,1_6_10,100,,
20230729_新潟_結果_10,6_10_15,100,,
20230729_新潟_結果_11,8_10_11,100,,
20230729_新潟_結果_11,6_10_11,100,,
20230729_新潟_結果_11,10_11_18,100,,
20230729_新潟_結果_11,1_8_11,100,,
20230729_新潟_結果_11,1_6_11,100,,
20230729_新潟_結果_11,1_11_18,100,,
20230729_新潟_結果_11,8_11_12,100,,
20230729_新潟_結果_11,6_11_12,100,,
20230729_新潟_結果_11,11_12_18,100,,
20230729_新潟_結果_11,8_10_16,100,,
20230729_新潟_結果_11,6_10_16,100,,
20230729_新潟_結果_11,10_16_18,100,,
20230729_新潟_結果_11,1_8_16,100,,
20230729_新潟_結果_11,1_6_16,100,,
20230729_新潟_結果_11,1_16_18,100,,
20230729_新潟_結果_11,8_12_16,100,,
20230729_新潟_結果_11,6_12_16,100,,
20230729_新潟_結果_11,12_16_18,100,,
20230729_新潟_結果_11,1_8_10,100,,
20230729_新潟_結果_11,1_6_10,100,,
20230729_新潟_結果_11,1_10_18,100,,
20230729_新潟_結果_11,1_8_12,100,,
20230729_新潟_結果_11,1_6_12,100,,
20230729_新潟_結果_11,1_12_18,100,,
20230729_新潟_結果_12,3_15_16,100,,
20230729_新潟_結果_12,5_15_16,100,,
20230729_新潟_結果_12,3_9_16,100,,
20230729_新潟_結果_12,5_9_16,100,,
20230729_新潟_結果_12,3_16_18,100,,
20230729_新潟_結果_12,5_16_18,100,,
20230729_新潟_結果_12,3_9_15,100,,
20230729_新潟_結果_12,5_9_15,100,,
20230729_新潟_結果_12,9_15_16,100,,
20230729_新潟_結果_12,3_9_18,100,,
20230729_新潟_結果_12,5_9_18,100,,
20230729_新潟_結果_12,9_16_18,100,,
20230729_新潟_結果_12,1_3_15,100,,
20230729_新潟_結果_12,1_5_15,100,,
20230729_新潟_結果_12,1_15_16,100,,
20230729_新潟_結果_12,1_3_9,100,,
20230729_新潟_結果_12,1_5_9,100,,
20230729_新潟_結果_12,1_9_16,100,,
20230729_新潟_結果_12,1_3_18,100,,
20230729_新潟_結果_12,1_5_18,100,,
20230729_新潟_結果_12,1_16_18,100,,
20230729_札幌_結果_7,3_5_13,100,,
20230729_札幌_結果_7,3_6_13,100,3連複,1860.0
20230729_札幌_結果_7,3_13_14,100,,
20230729_札幌_結果_7,5_13_14,100,,
20230729_札幌_結果_7,6_13_14,100,,
20230729_札幌_結果_7,5_12_13,100,,
20230729_札幌_結果_7,6_12_13,100,,
20230729_札幌_結果_7,12_13_14,100,,
20230729_札幌_結果_7,3_5_6,100,,
20230729_札幌_結果_7,3_6_14,100,,
20230729_札幌_結果_7,5_6_14,100,,
20230729_札幌_結果_7,5_6_12,100,,
20230729_札幌_結果_7,6_12_14,100,,
20230729_札幌_結果_7,3_5_14,100,,
20230729_札幌_結果_7,3_5_12,100,,
20230729_札幌_結果_7,3_6_12,100,,
20230729_札幌_結果_7,3_12_14,100,,
20230729_札幌_結果_8,1_2_12,100,,
20230729_札幌_結果_8,1_2_4,100,,
20230729_札幌_結果_8,1_2_11,100,,
20230729_札幌_結果_8,1_8_12,100,,
20230729_札幌_結果_8,1_4_8,100,,
20230729_札幌_結果_8,1_8_11,100,,
20230729_札幌_結果_8,1_6_12,100,,
20230729_札幌_結果_8,1_4_6,100,,
20230729_札幌_結果_8,1_6_11,100,,
20230729_札幌_結果_8,2_6_12,100,,
20230729_札幌_結果_8,2_4_6,100,,
20230729_札幌_結果_8,2_6_11,100,,
20230729_札幌_結果_8,6_8_12,100,,
20230729_札幌_結果_8,4_6_8,100,,
20230729_札幌_結果_8,6_8_11,100,,
20230729_札幌_結果_8,1_4_12,100,,
20230729_札幌_結果_8,1_11_12,100,,
20230729_札幌_結果_8,2_4_12,100,,
20230729_札幌_結果_8,2_11_12,100,,
20230729_札幌_結果_8,4_8_12,100,,
20230729_札幌_結果_8,8_11_12,100,,
20230729_札幌_結果_9,6_13_14,100,,
20230729_札幌_結果_9,6_8_13,100,,
20230729_札幌_結果_9,6_10_13,100,,
20230729_札幌_結果_9,7_13_14,100,,
20230729_札幌_結果_9,7_8_13,100,,
20230729_札幌_結果_9,7_10_13,100,,
20230729_札幌_結果_9,6_10_14,100,,
20230729_札幌_結果_9,6_8_10,100,,
20230729_札幌_結果_9,7_10_14,100,,
20230729_札幌_結果_9,7_8_10,100,,
20230729_札幌_結果_9,10_13_14,100,,
20230729_札幌_結果_9,8_10_13,100,,
20230729_札幌_結果_9,2_6_14,100,,
20230729_札幌_結果_9,2_6_8,100,,
20230729_札幌_結果_9,2_6_10,100,,
20230729_札幌_結果_9,2_7_14,100,,
20230729_札幌_結果_9,2_7_8,100,,
20230729_札幌_結果_9,2_7_10,100,,
20230729_札幌_結果_9,2_13_14,100,,
20230729_札幌_結果_9,2_8_13,100,,
20230729_札幌_結果_9,2_10_13,100,,
20230729_札幌_結果_11,11_14_15,100,,
20230729_札幌_結果_11,12_14_15,100,,
20230729_札幌_結果_11,9_14_15,100,,
20230729_札幌_結果_11,9_11_14,100,,
20230729_札幌_結果_11,9_12_14,100,,
20230729_札幌_結果_11,10_11_14,100,,
20230729_札幌_結果_11,10_12_14,100,,
20230729_札幌_結果_11,9_10_14,100,,
20230729_札幌_結果_11,7_11_15,100,,
20230729_札幌_結果_11,7_12_15,100,,
20230729_札幌_結果_11,7_9_15,100,,
20230729_札幌_結果_11,7_9_11,100,,
20230729_札幌_結果_11,7_9_12,100,,
20230729_札幌_結果_11,7_10_11,100,,
20230729_札幌_結果_11,7_10_12,100,,
20230729_札幌_結果_11,7_9_10,100,,
20230729_札幌_結果_11,11_15_16,100,,
20230729_札幌_結果_11,12_15_16,100,,
20230729_札幌_結果_11,9_15_16,100,,
20230729_札幌_結果_11,9_11_16,100,,
20230729_札幌_結果_11,9_12_16,100,,
20230729_札幌_結果_11,10_11_16,100,,
20230729_札幌_結果_11,10_12_16,100,,
20230729_札幌_結果_11,9_10_16,100,,
20230729_札幌_結果_12,1_6_7,100,,
20230729_札幌_結果_12,1_6_10,100,,
20230729_札幌_結果_12,6_7_10,100,,
20230729_札幌_結果_12,1_7_10,100,,
20230730_新潟_結果_7,3_6_7,100,,
20230730_新潟_結果_7,3_7_14,100,,
20230730_新潟_結果_7,6_7_14,100,,
20230730_新潟_結果_7,4_6_7,100,,
20230730_新潟_結果_7,4_7_14,100,,
20230730_新潟_結果_7,3_4_7,100,,
20230730_新潟_結果_7,3_6_14,100,,
20230730_新潟_結果_7,4_6_14,100,,
20230730_新潟_結果_7,3_4_6,100,,
20230730_新潟_結果_7,3_6_10,100,,
20230730_新潟_結果_7,3_10_14,100,,
20230730_新潟_結果_7,6_10_14,100,,
20230730_新潟_結果_7,4_6_10,100,,
20230730_新潟_結果_7,4_10_14,100,,
20230730_新潟_結果_7,3_4_10,100,,
20230730_新潟_結果_8,2_11_12,100,,
20230730_新潟_結果_8,1_2_12,100,,
20230730_新潟_結果_8,2_5_11,100,,
20230730_新潟_結果_8,1_2_5,100,,
20230730_新潟_結果_8,1_2_11,100,,
20230730_新潟_結果_8,1_11_12,100,,
20230730_新潟_結果_8,1_5_11,100,,
20230730_新潟_結果_8,2_4_12,100,,
20230730_新潟_結果_8,4_11_12,100,,
20230730_新潟_結果_8,1_4_12,100,,
20230730_新潟_結果_8,2_4_5,100,,
20230730_新潟_結果_8,4_5_11,100,,
20230730_新潟_結果_8,1_4_5,100,,
20230730_新潟_結果_8,2_4_11,100,,
20230730_新潟_結果_8,1_4_11,100,,
20230730_新潟_結果_9,1_4_6,100,,
20230730_新潟_結果_9,4_6_7,100,,
20230730_新潟_結果_9,4_5_6,100,,
20230730_新潟_結果_9,1_4_7,100,,
20230730_新潟_結果_9,1_4_5,100,,
20230730_新潟_結果_9,1_5_6,100,,
20230730_新潟_結果_9,5_6_7,100,,
20230730_新潟_結果_9,1_5_7,100,,
20230730_新潟_結果_9,4_5_7,100,,
20230730_新潟_結果_9,1_6_7,100,,
20230730_新潟_結果_10,2_12_14,100,,
20230730_新潟_結果_10,2_7_14,100,,
20230730_新潟_結果_10,2_11_14,100,,
20230730_新潟_結果_10,11_12_14,100,,
20230730_新潟_結果_10,7_11_14,100,,
20230730_新潟_結果_10,2_10_14,100,,
20230730_新潟_結果_10,10_12_14,100,,
20230730_新潟_結果_10,7_10_14,100,,
20230730_新潟_結果_10,2_11_12,100,,
20230730_新潟_結果_10,2_7_11,100,,
20230730_新潟_結果_10,2_10_12,100,,
20230730_新潟_結果_10,2_7_10,100,,
20230730_新潟_結果_10,2_6_12,100,,
20230730_新潟_結果_10,2_6_7,100,,
20230730_新潟_結果_10,2_6_11,100,,
20230730_新潟_結果_10,6_11_12,100,,
20230730_新潟_結果_10,6_7_11,100,,
20230730_新潟_結果_10,2_6_10,100,,
20230730_新潟_結果_10,6_10_12,100,,
20230730_新潟_結果_10,6_7_10,100,,
20230730_新潟_結果_11,3_6_9,100,,
20230730_新潟_結果_11,3_6_17,100,,
20230730_新潟_結果_11,6_9_17,100,,
20230730_新潟_結果_11,3_4_6,100,,
20230730_新潟_結果_11,4_6_9,100,,
20230730_新潟_結果_11,2_3_9,100,,
20230730_新潟_結果_11,2_3_6,100,,
20230730_新潟_結果_11,2_3_17,100,,
20230730_新潟_結果_11,2_9_17,100,,
20230730_新潟_結果_11,2_6_17,100,,
20230730_新潟_結果_11,2_3_4,100,,
20230730_新潟_結果_11,2_4_9,100,,
20230730_新潟_結果_11,2_4_6,100,,
20230730_新潟_結果_11,3_9_14,100,,
20230730_新潟_結果_11,3_6_14,100,,
20230730_新潟_結果_11,3_14_17,100,,
20230730_新潟_結果_11,9_14_17,100,,
20230730_新潟_結果_11,6_14_17,100,,
20230730_新潟_結果_11,3_4_14,100,,
20230730_新潟_結果_11,4_9_14,100,,
20230730_新潟_結果_11,4_6_14,100,,
20230730_新潟_結果_12,9_10_14,100,,
20230730_新潟_結果_12,1_9_14,100,,
20230730_新潟_結果_12,3_10_14,100,,
20230730_新潟_結果_12,1_3_14,100,,
20230730_新潟_結果_12,3_9_14,100,,
20230730_新潟_結果_12,4_10_14,100,,
20230730_新潟_結果_12,1_4_14,100,,
20230730_新潟_結果_12,4_9_14,100,,
20230730_新潟_結果_12,8_9_10,100,,
20230730_新潟_結果_12,1_8_9,100,,
20230730_新潟_結果_12,3_8_10,100,,
20230730_新潟_結果_12,1_3_8,100,,
20230730_新潟_結果_12,3_8_9,100,,
20230730_新潟_結果_12,4_8_10,100,,
20230730_新潟_結果_12,1_4_8,100,,
20230730_新潟_結果_12,4_8_9,100,,
20230730_新潟_結果_12,7_9_10,100,,
20230730_新潟_結果_12,1_7_9,100,,
20230730_新潟_結果_12,3_7_10,100,,
20230730_新潟_結果_12,1_3_7,100,,
20230730_新潟_結果_12,3_7_9,100,,
20230730_新潟_結果_12,4_7_10,100,,
20230730_新潟_結果_12,1_4_7,100,,
20230730_新潟_結果_12,4_7_9,100,,
20230730_札幌_結果_7,1_2_5,100,,
20230730_札幌_結果_7,2_5_13,100,,
20230730_札幌_結果_7,1_2_13,100,,
20230730_札幌_結果_7,1_2_8,100,,
20230730_札幌_結果_7,2_8_13,100,,
20230730_札幌_結果_7,1_5_13,100,,
20230730_札幌_結果_7,1_5_8,100,,
20230730_札幌_結果_7,5_8_13,100,,
20230730_札幌_結果_7,2_5_8,100,,
20230730_札幌_結果_7,1_8_13,100,,
20230730_札幌_結果_8,5_7_10,100,,
20230730_札幌_結果_8,5_7_12,100,,
20230730_札幌_結果_8,2_5_7,100,,
20230730_札幌_結果_8,3_5_10,100,,
20230730_札幌_結果_8,3_5_12,100,,
20230730_札幌_結果_8,2_3_5,100,,
20230730_札幌_結果_8,5_6_10,100,,
20230730_札幌_結果_8,5_6_12,100,,
20230730_札幌_結果_8,2_5_6,100,,
20230730_札幌_結果_8,7_10_11,100,,
20230730_札幌_結果_8,7_11_12,100,,
20230730_札幌_結果_8,2_7_11,100,,
20230730_札幌_結果_8,3_10_11,100,,
20230730_札幌_結果_8,3_11_12,100,,
20230730_札幌_結果_8,2_3_11,100,,
20230730_札幌_結果_8,6_10_11,100,,
20230730_札幌_結果_8,6_11_12,100,,
20230730_札幌_結果_8,2_6_11,100,,
20230730_札幌_結果_8,7_9_10,100,,
20230730_札幌_結果_8,7_9_12,100,,
20230730_札幌_結果_8,2_7_9,100,,
20230730_札幌_結果_8,3_9_10,100,,
20230730_札幌_結果_8,3_9_12,100,,
20230730_札幌_結果_8,2_3_9,100,,
20230730_札幌_結果_8,6_9_10,100,,
20230730_札幌_結果_8,6_9_12,100,,
20230730_札幌_結果_8,2_6_9,100,,
20230730_札幌_結果_9,1_3_5,100,,
20230730_札幌_結果_9,3_5_7,100,,
20230730_札幌_結果_9,3_4_5,100,,
20230730_札幌_結果_9,1_4_5,100,,
20230730_札幌_結果_9,4_5_7,100,,
20230730_札幌_結果_9,1_3_10,100,,
20230730_札幌_結果_9,3_7_10,100,,
20230730_札幌_結果_9,3_5_10,100,,
20230730_札幌_結果_9,1_5_10,100,,
20230730_札幌_結果_9,5_7_10,100,,
20230730_札幌_結果_9,3_4_10,100,,
20230730_札幌_結果_9,1_4_10,100,,
20230730_札幌_結果_9,4_7_10,100,,
20230730_札幌_結果_9,1_2_3,100,,
20230730_札幌_結果_9,2_3_7,100,,
20230730_札幌_結果_9,2_3_5,100,,
20230730_札幌_結果_9,1_2_5,100,,
20230730_札幌_結果_9,2_5_7,100,,
20230730_札幌_結果_9,2_3_4,100,,
20230730_札幌_結果_9,1_2_4,100,,
20230730_札幌_結果_9,2_4_7,100,,
20230730_札幌_結果_10,2_7_10,100,,
20230730_札幌_結果_10,7_10_11,100,,
20230730_札幌_結果_10,7_10_12,100,,
20230730_札幌_結果_10,2_7_11,100,,
20230730_札幌_結果_10,7_11_12,100,,
20230730_札幌_結果_10,2_7_12,100,,
20230730_札幌_結果_10,2_10_11,100,,
20230730_札幌_結果_10,2_10_12,100,,
20230730_札幌_結果_10,2_11_12,100,,
20230730_札幌_結果_10,1_2_7,100,,
20230730_札幌_結果_10,1_7_11,100,,
20230730_札幌_結果_10,1_7_12,100,,
20230730_札幌_結果_10,1_2_10,100,,
20230730_札幌_結果_10,1_10_11,100,,
20230730_札幌_結果_10,1_10_12,100,,
20230730_札幌_結果_10,1_2_11,100,,
20230730_札幌_結果_10,1_11_12,100,,
20230730_札幌_結果_11,5_10_12,100,,
20230730_札幌_結果_11,10_11_12,100,,
20230730_札幌_結果_11,5_8_10,100,,
20230730_札幌_結果_11,8_10_12,100,,
20230730_札幌_結果_11,8_10_11,100,,
20230730_札幌_結果_11,1_5_10,100,,
20230730_札幌_結果_11,1_10_12,100,,
20230730_札幌_結果_11,1_10_11,100,,
20230730_札幌_結果_11,4_5_12,100,,
20230730_札幌_結果_11,4_11_12,100,,
20230730_札幌_結果_11,4_5_8,100,,
20230730_札幌_結果_11,4_8_12,100,,
20230730_札幌_結果_11,4_8_11,100,,
20230730_札幌_結果_11,1_4_5,100,,
20230730_札幌_結果_11,1_4_12,100,,
20230730_札幌_結果_11,1_4_11,100,,
20230730_札幌_結果_11,5_6_12,100,,
20230730_札幌_結果_11,6_11_12,100,,
20230730_札幌_結果_11,5_6_8,100,,
20230730_札幌_結果_11,6_8_12,100,,
20230730_札幌_結果_11,6_8_11,100,,
20230730_札幌_結果_11,1_5_6,100,,
20230730_札幌_結果_11,1_6_12,100,,
20230730_札幌_結果_11,1_6_11,100,,
20230730_札幌_結果_12,2_5_9,100,,
20230730_札幌_結果_12,4_5_9,100,,
20230730_札幌_結果_12,2_4_9,100,,
20230730_札幌_結果_12,2_9_14,100,,
20230730_札幌_結果_12,4_9_14,100,,
20230730_札幌_結果_12,5_9_14,100,,
20230730_札幌_結果_12,2_4_5,100,,
20230730_札幌_結果_12,2_4_14,100,,
20230730_札幌_結果_12,4_5_14,100,,
20230730_札幌_結果_12,2_5_14,100,,
20230805_新潟_結果_7,9_10_13,100,,
20230805_新潟_結果_7,9_10_11,100,,
20230805_新潟_結果_7,9_10_14,100,,
