id,買い目,購入金額,券種,odds
20130303_小倉_結果_8,1-16-17,100,,
20130303_小倉_結果_8,8-16-17,100,,
20130303_小倉_結果_8,5-13-18,100,,
20130303_小倉_結果_8,13-14-18,100,,
20130303_小倉_結果_8,1-13-18,100,,
20130303_小倉_結果_8,8-13-18,100,,
20130303_小倉_結果_8,5-13-14,100,,
20130303_小倉_結果_8,1-13-14,100,,
20130303_小倉_結果_8,8-13-14,100,,
20130303_小倉_結果_8,5-13-17,100,,
20130303_小倉_結果_8,13-14-17,100,,
20130303_小倉_結果_8,1-13-17,100,,
20130303_小倉_結果_8,8-13-17,100,,
20130303_小倉_結果_8,5-14-18,100,,
20130303_小倉_結果_8,1-14-18,100,,
20130303_小倉_結果_8,8-14-18,100,,
20130303_小倉_結果_8,13-17-18,100,,
20130303_小倉_結果_8,5-17-18,100,,
20130303_小倉_結果_8,14-17-18,100,,
20130303_小倉_結果_8,1-17-18,100,,
20130303_小倉_結果_8,8-17-18,100,,
20130303_小倉_結果_8,5-7-13,100,,
20130303_小倉_結果_8,7-13-14,100,,
20130303_小倉_結果_8,1-7-13,100,,
20130303_小倉_結果_8,7-8-13,100,,
20130303_小倉_結果_8,7-13-18,100,,
20130303_小倉_結果_8,5-7-18,100,,
20130303_小倉_結果_8,7-14-18,100,,
20130303_小倉_結果_8,1-7-18,100,,
20130303_小倉_結果_8,7-8-18,100,,
20130303_小倉_結果_8,5-7-14,100,,
20130303_小倉_結果_8,1-7-14,100,,
20130303_小倉_結果_8,7-8-14,100,,
20130303_小倉_結果_8,7-13-16,100,,
20130303_小倉_結果_8,5-7-16,100,,
20130303_小倉_結果_8,7-14-16,100,,
20130303_小倉_結果_8,1-7-16,100,,
20130303_小倉_結果_8,7-8-16,100,,
20130303_小倉_結果_8,7-13-17,100,,
20130303_小倉_結果_8,5-7-17,100,,
20130303_小倉_結果_8,7-14-17,100,,
20130303_小倉_結果_8,1-7-17,100,,
20130303_小倉_結果_8,7-8-17,100,,
20130303_小倉_結果_9,9-16-18,100,,
20130303_小倉_結果_9,7-9-18,100,,
20130303_小倉_結果_9,6-9-18,100,,
20130303_小倉_結果_9,8-9-18,100,,
20130303_小倉_結果_9,9-11-18,100,,
20130303_小倉_結果_9,13-16-18,100,,
20130303_小倉_結果_9,7-13-18,100,,
20130303_小倉_結果_9,6-13-18,100,,
20130303_小倉_結果_9,8-13-18,100,,
20130303_小倉_結果_9,11-13-18,100,,
20130303_小倉_結果_9,2-16-18,100,,
20130303_小倉_結果_9,2-7-18,100,,
20130303_小倉_結果_9,2-6-18,100,,
20130303_小倉_結果_9,2-8-18,100,,
20130303_小倉_結果_9,2-11-18,100,,
20130303_小倉_結果_9,4-16-18,100,,
20130303_小倉_結果_9,4-7-18,100,,
20130303_小倉_結果_9,4-6-18,100,,
20130303_小倉_結果_9,4-8-18,100,,
20130303_小倉_結果_9,4-11-18,100,,
20130303_小倉_結果_9,1-9-16,100,,
20130303_小倉_結果_9,1-7-9,100,,
20130303_小倉_結果_9,1-6-9,100,,
20130303_小倉_結果_9,1-8-9,100,,
20130303_小倉_結果_9,1-9-11,100,,
20130303_小倉_結果_9,1-13-16,100,,
20130303_小倉_結果_9,1-7-13,100,,
20130303_小倉_結果_9,1-6-13,100,,
20130303_小倉_結果_9,1-8-13,100,,
20130303_小倉_結果_9,1-11-13,100,,
20130303_小倉_結果_9,1-16-18,100,,
20130303_小倉_結果_9,1-7-18,100,,
20130303_小倉_結果_9,1-6-18,100,,
20130303_小倉_結果_9,1-8-18,100,,
20130303_小倉_結果_9,1-11-18,100,,
20130303_小倉_結果_9,1-2-16,100,,
20130303_小倉_結果_9,1-2-7,100,,
20130303_小倉_結果_9,1-2-6,100,,
20130303_小倉_結果_9,1-2-8,100,,
20130303_小倉_結果_9,1-2-11,100,,
20130303_小倉_結果_9,1-4-16,100,,
20130303_小倉_結果_9,1-4-7,100,,
20130303_小倉_結果_9,1-4-6,100,,
20130303_小倉_結果_9,1-4-8,100,,
20130303_小倉_結果_9,1-4-11,100,,
20130303_小倉_結果_9,9-16-17,100,,
20130303_小倉_結果_9,7-9-17,100,,
20130303_小倉_結果_9,6-9-17,100,,
20130303_小倉_結果_9,8-9-17,100,,
20130303_小倉_結果_9,9-11-17,100,,
20130303_小倉_結果_9,13-16-17,100,,
20130303_小倉_結果_9,7-13-17,100,,
20130303_小倉_結果_9,6-13-17,100,,
20130303_小倉_結果_9,8-13-17,100,,
20130303_小倉_結果_9,11-13-17,100,,
20130303_小倉_結果_9,16-17-18,100,,
20130303_小倉_結果_9,7-17-18,100,,
20130303_小倉_結果_9,6-17-18,100,,
20130303_小倉_結果_9,8-17-18,100,,
20130303_小倉_結果_9,11-17-18,100,,
20130303_小倉_結果_9,2-16-17,100,,
20130303_小倉_結果_9,2-7-17,100,,
20130303_小倉_結果_9,2-6-17,100,,
20130303_小倉_結果_9,2-8-17,100,,
20130303_小倉_結果_9,2-11-17,100,,
20130303_小倉_結果_9,4-16-17,100,,
20130303_小倉_結果_9,4-7-17,100,,
20130303_小倉_結果_9,4-6-17,100,,
20130303_小倉_結果_9,4-8-17,100,,
20130303_小倉_結果_9,4-11-17,100,,
20130303_小倉_結果_9,6-9-16,100,,
20130303_小倉_結果_9,6-7-9,100,,
20130303_小倉_結果_9,6-8-9,100,,
20130303_小倉_結果_9,6-9-11,100,,
20130303_小倉_結果_9,6-13-16,100,,
20130303_小倉_結果_9,6-7-13,100,,
20130303_小倉_結果_9,6-8-13,100,,
20130303_小倉_結果_9,6-11-13,100,,
20130303_小倉_結果_9,6-16-18,100,,
20130303_小倉_結果_9,6-7-18,100,,
20130303_小倉_結果_9,6-8-18,100,,
20130303_小倉_結果_9,6-11-18,100,,
20130303_小倉_結果_9,2-6-16,100,,
20130303_小倉_結果_9,2-6-7,100,,
20130303_小倉_結果_9,2-6-8,100,,
20130303_小倉_結果_9,2-6-11,100,,
20130303_小倉_結果_9,4-6-16,100,,
20130303_小倉_結果_9,4-6-7,100,,
20130303_小倉_結果_9,4-6-8,100,,
20130303_小倉_結果_9,4-6-11,100,,
20130303_小倉_結果_9,8-9-16,100,,
20130303_小倉_結果_9,7-8-9,100,,
20130303_小倉_結果_9,8-9-11,100,,
20130303_小倉_結果_9,8-13-16,100,,
20130303_小倉_結果_9,7-8-13,100,,
20130303_小倉_結果_9,8-11-13,100,,
20130303_小倉_結果_9,8-16-18,100,,
20130303_小倉_結果_9,7-8-18,100,,
20130303_小倉_結果_9,8-11-18,100,,
20130303_小倉_結果_9,2-8-16,100,,
20130303_小倉_結果_9,2-7-8,100,,
20130303_小倉_結果_9,2-8-11,100,,
20130303_小倉_結果_9,4-8-16,100,,
20130303_小倉_結果_9,4-7-8,100,,
20130303_小倉_結果_9,4-8-11,100,,
20130303_小倉_結果_10,1-5-9,100,,
20130303_小倉_結果_10,1-5-8,100,,
20130303_小倉_結果_10,1-5-18,100,,
20130303_小倉_結果_10,1-5-15,100,,
20130303_小倉_結果_10,1-5-7,100,,
20130303_小倉_結果_10,1-9-16,100,,
20130303_小倉_結果_10,1-8-16,100,,
20130303_小倉_結果_10,1-16-18,100,,
20130303_小倉_結果_10,1-15-16,100,,
20130303_小倉_結果_10,1-7-16,100,,
20130303_小倉_結果_10,1-9-10,100,,
20130303_小倉_結果_10,1-8-10,100,,
20130303_小倉_結果_10,1-10-18,100,,
20130303_小倉_結果_10,1-10-15,100,,
20130303_小倉_結果_10,1-7-10,100,,
20130303_小倉_結果_10,1-4-9,100,,
20130303_小倉_結果_10,1-4-8,100,,
20130303_小倉_結果_10,1-4-18,100,,
20130303_小倉_結果_10,1-4-15,100,,
20130303_小倉_結果_10,1-4-7,100,,
20130303_小倉_結果_10,1-7-9,100,,
20130303_小倉_結果_10,1-7-8,100,,
20130303_小倉_結果_10,1-7-18,100,,
20130303_小倉_結果_10,1-7-15,100,,
20130303_小倉_結果_10,5-9-15,100,,
20130303_小倉_結果_10,5-8-15,100,,
20130303_小倉_結果_10,5-15-18,100,,
20130303_小倉_結果_10,5-7-15,100,,
20130303_小倉_結果_10,9-15-16,100,,
20130303_小倉_結果_10,8-15-16,100,,
20130303_小倉_結果_10,15-16-18,100,,
20130303_小倉_結果_10,7-15-16,100,,
20130303_小倉_結果_10,9-10-15,100,,
20130303_小倉_結果_10,8-10-15,100,,
20130303_小倉_結果_10,10-15-18,100,,
20130303_小倉_結果_10,7-10-15,100,,
20130303_小倉_結果_10,4-9-15,100,,
20130303_小倉_結果_10,4-8-15,100,,
20130303_小倉_結果_10,4-15-18,100,,
20130303_小倉_結果_10,4-7-15,100,,
20130303_小倉_結果_10,7-9-15,100,,
20130303_小倉_結果_10,7-8-15,100,,
20130303_小倉_結果_10,7-15-18,100,,
20130303_小倉_結果_10,5-9-18,100,,
20130303_小倉_結果_10,5-8-18,100,,
20130303_小倉_結果_10,5-7-18,100,,
20130303_小倉_結果_10,9-16-18,100,,
20130303_小倉_結果_10,8-16-18,100,,
20130303_小倉_結果_10,7-16-18,100,,
20130303_小倉_結果_10,9-10-18,100,,
20130303_小倉_結果_10,8-10-18,100,,
20130303_小倉_結果_10,7-10-18,100,,
20130303_小倉_結果_10,4-9-18,100,,
20130303_小倉_結果_10,4-8-18,100,,
20130303_小倉_結果_10,4-7-18,100,,
20130303_小倉_結果_10,7-9-18,100,,
20130303_小倉_結果_10,7-8-18,100,,
20130303_小倉_結果_10,3-5-9,100,,
20130303_小倉_結果_10,3-5-8,100,,
20130303_小倉_結果_10,3-5-18,100,,
20130303_小倉_結果_10,3-5-15,100,,
20130303_小倉_結果_10,3-5-7,100,,
20130303_小倉_結果_10,3-9-16,100,,
20130303_小倉_結果_10,3-8-16,100,,
20130303_小倉_結果_10,3-16-18,100,,
20130303_小倉_結果_10,3-15-16,100,,
20130303_小倉_結果_10,3-7-16,100,,
20130303_小倉_結果_10,3-9-10,100,,
20130303_小倉_結果_10,3-8-10,100,,
20130303_小倉_結果_10,3-10-18,100,,
20130303_小倉_結果_10,3-10-15,100,,
20130303_小倉_結果_10,3-7-10,100,,
20130303_小倉_結果_10,3-4-9,100,,
20130303_小倉_結果_10,3-4-8,100,,
20130303_小倉_結果_10,3-4-18,100,,
20130303_小倉_結果_10,3-4-15,100,,
20130303_小倉_結果_10,3-4-7,100,,
20130303_小倉_結果_10,3-7-9,100,,
20130303_小倉_結果_10,3-7-8,100,,
20130303_小倉_結果_10,3-7-18,100,,
20130303_小倉_結果_10,3-7-15,100,,
20130303_小倉_結果_10,4-5-9,100,,
20130303_小倉_結果_10,4-5-8,100,,
20130303_小倉_結果_10,4-5-18,100,,
20130303_小倉_結果_10,4-5-15,100,,
20130303_小倉_結果_10,4-5-7,100,,
20130303_小倉_結果_10,4-9-16,100,,
20130303_小倉_結果_10,4-8-16,100,,
20130303_小倉_結果_10,4-16-18,100,,
20130303_小倉_結果_10,4-15-16,100,,
20130303_小倉_結果_10,4-7-16,100,,
20130303_小倉_結果_10,4-9-10,100,,
20130303_小倉_結果_10,4-8-10,100,,
20130303_小倉_結果_10,4-10-18,100,,
20130303_小倉_結果_10,4-10-15,100,,
20130303_小倉_結果_10,4-7-10,100,,
20130303_小倉_結果_10,4-7-9,100,,
20130303_小倉_結果_10,4-7-8,100,,
20130303_小倉_結果_11,1-5-6,100,,
20130303_小倉_結果_11,1-5-16,100,,
20130303_小倉_結果_11,1-5-11,100,,
20130303_小倉_結果_11,1-5-13,100,,
20130303_小倉_結果_11,5-6-13,100,,
20130303_小倉_結果_11,5-13-16,100,,
20130303_小倉_結果_11,5-11-13,100,,
20130303_小倉_結果_11,5-6-16,100,,
20130303_小倉_結果_11,5-6-11,100,,
20130303_小倉_結果_11,5-6-12,100,,
20130303_小倉_結果_11,5-12-16,100,,
20130303_小倉_結果_11,5-11-12,100,,
20130303_小倉_結果_11,5-12-13,100,,
20130303_小倉_結果_11,1-5-12,100,,
20130303_小倉_結果_11,5-6-15,100,,
20130303_小倉_結果_11,5-15-16,100,,
20130303_小倉_結果_11,5-11-15,100,,
20130303_小倉_結果_11,5-13-15,100,,
20130303_小倉_結果_11,1-5-15,100,,
20130303_小倉_結果_11,1-6-16,100,,
20130303_小倉_結果_11,1-6-11,100,,
20130303_小倉_結果_11,1-6-13,100,,
20130303_小倉_結果_11,6-13-16,100,,
20130303_小倉_結果_11,6-11-13,100,,
20130303_小倉_結果_11,6-12-16,100,,
20130303_小倉_結果_11,6-11-12,100,,
20130303_小倉_結果_11,6-12-13,100,,
20130303_小倉_結果_11,1-6-12,100,,
20130303_小倉_結果_11,6-15-16,100,,
20130303_小倉_結果_11,6-11-15,100,,
20130303_小倉_結果_11,6-13-15,100,,
20130303_小倉_結果_11,1-6-15,100,,
20130303_小倉_結果_11,1-11-16,100,,
20130303_小倉_結果_11,1-13-16,100,,
20130303_小倉_結果_11,11-13-16,100,,
20130303_小倉_結果_11,6-11-16,100,,
20130303_小倉_結果_11,11-12-16,100,,
20130303_小倉_結果_11,12-13-16,100,,
20130303_小倉_結果_11,1-12-16,100,,
20130303_小倉_結果_11,11-15-16,100,,
20130303_小倉_結果_11,13-15-16,100,,
20130303_小倉_結果_11,1-15-16,100,,
20130303_小倉_結果_11,1-11-15,100,,
20130303_小倉_結果_11,1-13-15,100,,
20130303_小倉_結果_11,11-13-15,100,,
20130303_小倉_結果_11,6-12-15,100,,
20130303_小倉_結果_11,12-15-16,100,,
20130303_小倉_結果_11,11-12-15,100,,
20130303_小倉_結果_11,12-13-15,100,,
20130303_小倉_結果_11,1-12-15,100,,
20130303_小倉_結果_11,1-11-13,100,,
20130303_小倉_結果_11,1-11-12,100,,
20130303_小倉_結果_11,1-12-13,100,,
20130303_小倉_結果_12,2-3-6,100,,
20130303_小倉_結果_12,3-6-9,100,,
20130303_小倉_結果_12,3-6-10,100,,
20130303_小倉_結果_12,3-4-6,100,,
20130303_小倉_結果_12,2-4-6,100,,
20130303_小倉_結果_12,4-6-9,100,,
20130303_小倉_結果_12,4-6-10,100,,
20130303_小倉_結果_12,2-6-9,100,,
20130303_小倉_結果_12,2-6-10,100,,
20130303_小倉_結果_12,3-6-7,100,,
20130303_小倉_結果_12,2-6-7,100,,
20130303_小倉_結果_12,6-7-9,100,,
20130303_小倉_結果_12,6-7-10,100,,
20130303_小倉_結果_12,2-3-9,100,,
20130303_小倉_結果_12,2-3-10,100,,
20130303_小倉_結果_12,2-3-4,100,,
20130303_小倉_結果_12,2-4-9,100,,
20130303_小倉_結果_12,2-4-10,100,,
20130303_小倉_結果_12,2-3-7,100,,
20130303_小倉_結果_12,2-7-9,100,,
20130303_小倉_結果_12,2-7-10,100,,
20130303_小倉_結果_12,2-3-11,100,,
20130303_小倉_結果_12,3-9-11,100,,
20130303_小倉_結果_12,3-6-11,100,,
20130303_小倉_結果_12,3-10-11,100,,
20130303_小倉_結果_12,3-4-11,100,3連複,6020.0
20130303_小倉_結果_12,2-4-11,100,,
20130303_小倉_結果_12,4-9-11,100,,
20130303_小倉_結果_12,4-6-11,100,,
20130303_小倉_結果_12,4-10-11,100,,
20130303_小倉_結果_12,2-6-11,100,,
20130303_小倉_結果_12,6-9-11,100,,
20130303_小倉_結果_12,6-10-11,100,,
20130303_小倉_結果_12,2-9-11,100,,
20130303_小倉_結果_12,2-10-11,100,,
20130303_小倉_結果_12,3-7-11,100,,
20130303_小倉_結果_12,2-7-11,100,,
20130303_小倉_結果_12,7-9-11,100,,
20130303_小倉_結果_12,6-7-11,100,,
20130303_小倉_結果_12,7-10-11,100,,
20130303_小倉_結果_12,3-4-9,100,,
20130303_小倉_結果_12,3-4-10,100,,
20130303_小倉_結果_12,3-7-9,100,,
20130303_小倉_結果_12,3-7-10,100,,
20130303_小倉_結果_12,2-3-8,100,,
20130303_小倉_結果_12,3-8-9,100,,
20130303_小倉_結果_12,3-6-8,100,,
20130303_小倉_結果_12,3-8-10,100,,
20130303_小倉_結果_12,3-4-8,100,,
20130303_小倉_結果_12,2-4-8,100,,
20130303_小倉_結果_12,4-8-9,100,,
20130303_小倉_結果_12,4-6-8,100,,
20130303_小倉_結果_12,4-8-10,100,,
20130303_小倉_結果_12,2-6-8,100,,
20130303_小倉_結果_12,6-8-9,100,,
20130303_小倉_結果_12,6-8-10,100,,
20130303_小倉_結果_12,2-8-9,100,,
20130303_小倉_結果_12,2-8-10,100,,
20130303_小倉_結果_12,3-7-8,100,,
20130303_小倉_結果_12,2-7-8,100,,
20130303_小倉_結果_12,7-8-9,100,,
20130303_小倉_結果_12,6-7-8,100,,
20130303_小倉_結果_12,7-8-10,100,,
20230723_福島_結果_7,3-5-10,100,,
20230723_福島_結果_7,3-5-9,100,,
20230723_福島_結果_7,3-4-5,100,,
20230723_福島_結果_7,5-9-10,100,,
20230723_福島_結果_7,4-5-9,100,,
20230723_福島_結果_7,5-7-10,100,,
20230723_福島_結果_7,3-5-7,100,,
20230723_福島_結果_7,5-7-9,100,,
20230723_福島_結果_7,4-5-7,100,,
20230723_福島_結果_7,5-10-15,100,,
20230723_福島_結果_7,3-5-15,100,,
20230723_福島_結果_7,5-9-15,100,,
20230723_福島_結果_7,4-5-15,100,,
20230723_福島_結果_7,3-9-10,100,,
20230723_福島_結果_7,3-4-9,100,,
20230723_福島_結果_7,7-9-10,100,,
20230723_福島_結果_7,3-7-9,100,,
20230723_福島_結果_7,4-7-9,100,,
20230723_福島_結果_7,9-10-15,100,,
20230723_福島_結果_7,3-9-15,100,,
20230723_福島_結果_7,4-9-15,100,,
20230723_福島_結果_7,3-4-10,100,,
20230723_福島_結果_7,4-5-10,100,,
20230723_福島_結果_7,4-9-10,100,,
20230723_福島_結果_7,4-7-10,100,,
20230723_福島_結果_7,3-4-7,100,,
20230723_福島_結果_7,4-10-15,100,,
20230723_福島_結果_7,3-4-15,100,,
20230723_福島_結果_7,3-7-10,100,,
20230723_福島_結果_7,3-10-15,100,,
20230723_福島_結果_7,7-10-15,100,,
20230723_福島_結果_7,3-7-15,100,,
20230723_福島_結果_7,5-7-15,100,,
20230723_福島_結果_7,7-9-15,100,,
20230723_福島_結果_7,4-7-15,100,,
20230723_福島_結果_8,2-5-12,100,,
20230723_福島_結果_8,2-12-13,100,,
20230723_福島_結果_8,1-2-12,100,,
20230723_福島_結果_8,5-11-12,100,,
20230723_福島_結果_8,11-12-13,100,,
20230723_福島_結果_8,1-11-12,100,,
20230723_福島_結果_8,2-11-12,100,,
20230723_福島_結果_8,5-10-12,100,,
20230723_福島_結果_8,10-12-13,100,,
20230723_福島_結果_8,1-10-12,100,,
20230723_福島_結果_8,2-10-12,100,,
20230723_福島_結果_8,5-9-12,100,,
20230723_福島_結果_8,9-12-13,100,,
20230723_福島_結果_8,1-9-12,100,,
20230723_福島_結果_8,2-9-12,100,,
20230723_福島_結果_8,2-5-13,100,,
20230723_福島_結果_8,1-2-5,100,,
20230723_福島_結果_8,5-11-13,100,,
20230723_福島_結果_8,1-5-11,100,,
20230723_福島_結果_8,2-5-11,100,,
20230723_福島_結果_8,5-10-13,100,,
20230723_福島_結果_8,1-5-10,100,,
20230723_福島_結果_8,2-5-10,100,,
20230723_福島_結果_8,5-9-13,100,,
20230723_福島_結果_8,1-5-9,100,,
20230723_福島_結果_8,2-5-9,100,,
20230723_福島_結果_8,5-12-13,100,,
20230723_福島_結果_8,1-5-12,100,,
20230723_福島_結果_8,2-11-13,100,,
20230723_福島_結果_8,1-2-11,100,,
20230723_福島_結果_8,10-11-12,100,,
20230723_福島_結果_8,5-10-11,100,,
20230723_福島_結果_8,10-11-13,100,,
20230723_福島_結果_8,1-10-11,100,,
20230723_福島_結果_8,2-10-11,100,,
20230723_福島_結果_8,9-11-12,100,,
20230723_福島_結果_8,5-9-11,100,,
20230723_福島_結果_8,9-11-13,100,,
20230723_福島_結果_8,1-9-11,100,,
20230723_福島_結果_8,2-9-11,100,,
20230723_福島_結果_8,2-7-12,100,,
20230723_福島_結果_8,2-5-7,100,,
20230723_福島_結果_8,2-7-13,100,,
20230723_福島_結果_8,1-2-7,100,,
20230723_福島_結果_8,7-11-12,100,,
20230723_福島_結果_8,5-7-11,100,,
20230723_福島_結果_8,7-11-13,100,,
20230723_福島_結果_8,1-7-11,100,,
20230723_福島_結果_8,2-7-11,100,,
20230723_福島_結果_8,7-10-12,100,,
20230723_福島_結果_8,5-7-10,100,,
20230723_福島_結果_8,7-10-13,100,,
20230723_福島_結果_8,1-7-10,100,,
20230723_福島_結果_8,2-7-10,100,,
20230723_福島_結果_8,7-9-12,100,,
20230723_福島_結果_8,5-7-9,100,,
20230723_福島_結果_8,7-9-13,100,,
20230723_福島_結果_8,1-7-9,100,,
20230723_福島_結果_8,2-7-9,100,,
20230723_福島_結果_8,5-7-12,100,,
20230723_福島_結果_8,7-12-13,100,,
20230723_福島_結果_8,1-7-12,100,,
20230723_福島_結果_8,1-2-13,100,,
20230723_福島_結果_8,1-11-13,100,,
20230723_福島_結果_8,1-10-13,100,,
20230723_福島_結果_8,2-10-13,100,,
20230723_福島_結果_8,1-9-13,100,,
20230723_福島_結果_8,2-9-13,100,,
20230723_福島_結果_8,1-12-13,100,,
20230723_福島_結果_9,7-10-14,100,,
20230723_福島_結果_9,7-10-13,100,,
20230723_福島_結果_9,1-7-10,100,,
20230723_福島_結果_9,7-10-12,100,,
20230723_福島_結果_9,5-7-14,100,3連複,19680.0
20230723_福島_結果_9,5-7-13,100,,
20230723_福島_結果_9,1-5-7,100,,
20230723_福島_結果_9,5-7-12,100,,
20230723_福島_結果_9,1-7-14,100,,
20230723_福島_結果_9,1-7-13,100,,
20230723_福島_結果_9,1-7-12,100,,
20230723_福島_結果_9,7-14-15,100,,
20230723_福島_結果_9,7-13-15,100,,
20230723_福島_結果_9,1-7-15,100,,
20230723_福島_結果_9,7-12-15,100,,
20230723_福島_結果_9,4-7-14,100,,
20230723_福島_結果_9,4-7-13,100,,
20230723_福島_結果_9,1-4-7,100,,
20230723_福島_結果_9,4-7-12,100,,
20230723_福島_結果_9,4-10-14,100,,
20230723_福島_結果_9,4-10-13,100,,
20230723_福島_結果_9,4-7-10,100,,
20230723_福島_結果_9,1-4-10,100,,
20230723_福島_結果_9,4-10-12,100,,
20230723_福島_結果_9,4-5-14,100,,
20230723_福島_結果_9,4-5-13,100,,
20230723_福島_結果_9,4-5-7,100,,
20230723_福島_結果_9,1-4-5,100,,
20230723_福島_結果_9,4-5-12,100,,
20230723_福島_結果_9,1-4-14,100,,
20230723_福島_結果_9,1-4-13,100,,
20230723_福島_結果_9,1-4-12,100,,
20230723_福島_結果_9,4-14-15,100,,
20230723_福島_結果_9,4-13-15,100,,
20230723_福島_結果_9,4-7-15,100,,
20230723_福島_結果_9,1-4-15,100,,
20230723_福島_結果_9,4-12-15,100,,
20230723_福島_結果_9,7-9-14,100,,
20230723_福島_結果_9,7-9-13,100,,
20230723_福島_結果_9,1-7-9,100,,
20230723_福島_結果_9,7-9-12,100,,
20230723_福島_結果_9,9-10-14,100,,
20230723_福島_結果_9,9-10-13,100,,
20230723_福島_結果_9,7-9-10,100,,
20230723_福島_結果_9,1-9-10,100,,
20230723_福島_結果_9,9-10-12,100,,
20230723_福島_結果_9,5-9-14,100,,
20230723_福島_結果_9,5-9-13,100,,
20230723_福島_結果_9,5-7-9,100,,
20230723_福島_結果_9,1-5-9,100,,
20230723_福島_結果_9,5-9-12,100,,
20230723_福島_結果_9,1-9-14,100,,
20230723_福島_結果_9,1-9-13,100,,
20230723_福島_結果_9,1-9-12,100,,
20230723_福島_結果_9,9-14-15,100,,
20230723_福島_結果_9,9-13-15,100,,
20230723_福島_結果_9,7-9-15,100,,
